<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
02.10.2018;117150;117150;117100;117110
02.10.2018;117120;117210;117120;117200
02.10.2018;117200;117200;117160;117180
02.10.2018;117180;117200;117160;117200
02.10.2018;117190;117200;117180;117200
02.10.2018;117190;117230;117190;117220
02.10.2018;117230;117260;117220;117240
02.10.2018;117230;117290;117210;117280
02.10.2018;117270;117280;117240;117250
02.10.2018;117260;117260;117210;117250
02.10.2018;117240;117350;117230;117330
02.10.2018;117320;117370;117310;117340
02.10.2018;117330;117380;117290;117300
02.10.2018;117290;117310;117280;117280
02.10.2018;117290;117340;117280;117280
02.10.2018;117270;117280;117230;117270
02.10.2018;117280;117340;117240;117290
02.10.2018;117300;117330;117300;117300
02.10.2018;117300;117300;117250;117270
02.10.2018;117260;117310;117260;117280
02.10.2018;117290;117290;117260;117290
02.10.2018;117280;117300;117270;117300
02.10.2018;117300;117300;117300;117300
02.10.2018;117300;117310;117260;117260
02.10.2018;117260;117260;117210;117210
02.10.2018;117210;117230;117210;117220
02.10.2018;117230;117250;117200;117240
02.10.2018;117240;117260;117240;117240
02.10.2018;117250;117250;117220;117240
02.10.2018;117220;117220;117210;117210
02.10.2018;117200;117220;117170;117200
02.10.2018;117200;117210;117190;117200
02.10.2018;117210;117210;117150;117160
02.10.2018;117180;117210;117170;117200
02.10.2018;117210;117230;117200;117220
02.10.2018;117220;117230;117210;117210
02.10.2018;117200;117200;117180;117200
02.10.2018;117190;117190;117170;117190
02.10.2018;117180;117180;117130;117150
02.10.2018;117150;117150;117100;117100
02.10.2018;117110;117110;117070;117090
02.10.2018;117090;117090;117010;117030
02.10.2018;117030;117040;117000;117040
02.10.2018;117040;117060;117000;117000
02.10.2018;117000;117020;116990;117010
02.10.2018;117000;117020;116950;116990
02.10.2018;116980;116990;116940;116950
02.10.2018;116960;116990;116940;116990
02.10.2018;116990;117000;116970;117000
02.10.2018;116990;117010;116970;116970
02.10.2018;116980;117020;116980;116990
02.10.2018;116980;116990;116980;116990
02.10.2018;116990;116990;116980;116980
02.10.2018;116970;116970;116940;116950
02.10.2018;116950;116970;116950;116950
02.10.2018;116970;117000;116960;117000
02.10.2018;116990;117030;116990;117030
02.10.2018;117030;117030;116990;116990
02.10.2018;116990;117000;116980;116980
02.10.2018;116980;116980;116900;116960
02.10.2018;116960;116980;116920;116920
02.10.2018;116930;116950;116870;116910
02.10.2018;116900;116900;116820;116840
02.10.2018;116850;116880;116840;116850
02.10.2018;116830;116860;116830;116840
02.10.2018;116820;116840;116820;116840
02.10.2018;116830;116870;116820;116850
02.10.2018;116850;116910;116850;116910
02.10.2018;116900;116910;116850;116850
02.10.2018;116850;116870;116850;116870
02.10.2018;116880;116910;116880;116900
02.10.2018;116910;116910;116890;116890
02.10.2018;116900;116910;116850;116870
02.10.2018;116860;116880;116860;116880
02.10.2018;116880;116910;116870;116890
02.10.2018;116880;116920;116870;116910
02.10.2018;116910;116970;116900;116970
02.10.2018;116950;116990;116950;116990
02.10.2018;116970;116990;116960;116990
02.10.2018;116970;116990;116960;116980
02.10.2018;116980;116990;116960;116960
02.10.2018;116960;116960;116900;116900
02.10.2018;116900;116910;116880;116910
02.10.2018;116910;116930;116910;116930
02.10.2018;116920;116920;116880;116890
02.10.2018;116880;116900;116860;116880
02.10.2018;116890;116950;116890;116930
02.10.2018;116950;116950;116900;116900
02.10.2018;116920;116930;116910;116920
02.10.2018;116930;116940;116920;116920
02.10.2018;116910;116920;116900;116920
02.10.2018;116920;116950;116920;116950
02.10.2018;116950;117000;116950;116980
02.10.2018;116980;116980;116960;116970
02.10.2018;116970;116980;116920;116930
02.10.2018;116930;116930;116840;116860
02.10.2018;116870;116890;116820;116840
02.10.2018;116850;116850;116780;116820
02.10.2018;116800;116850;116790;116820
02.10.2018;116840;116890;116830;116860
02.10.2018;116870;116890;116850;116890
02.10.2018;116870;116890;116850;116850
02.10.2018;116850;116860;116800;116810
02.10.2018;116800;116810;116750;116760
02.10.2018;116760;116820;116760;116790
02.10.2018;116780;116830;116780;116790
02.10.2018;116810;116830;116720;116740
02.10.2018;116750;116760;116730;116760
02.10.2018;116750;116760;116730;116740
02.10.2018;116740;116750;116730;116750
02.10.2018;116750;116820;116740;116800
02.10.2018;116800;116870;116800;116860
02.10.2018;116870;116880;116850;116870
02.10.2018;116870;116870;116850;116860
02.10.2018;116870;116880;116860;116860
02.10.2018;116870;116880;116850;116850
02.10.2018;116850;116920;116850;116910
02.10.2018;116910;116920;116870;116880
02.10.2018;116880;116880;116810;116810
02.10.2018;116810;116840;116810;116840
02.10.2018;116840;116870;116840;116870
02.10.2018;116870;116890;116850;116860
02.10.2018;116860;116860;116830;116830
02.10.2018;116830;116830;116810;116820
02.10.2018;116810;116810;116770;116800
02.10.2018;116800;116820;116790;116820
02.10.2018;116820;116820;116800;116800
02.10.2018;116800;116800;116790;116800
02.10.2018;116800;116800;116790;116800
02.10.2018;116790;116790;116770;116790
02.10.2018;116790;116800;116770;116780
02.10.2018;116790;116810;116770;116800
02.10.2018;116800;116800;116790;116800
02.10.2018;116800;116800;116780;116780
02.10.2018;116780;116780;116730;116760
02.10.2018;116760;116790;116750;116760
02.10.2018;116780;116860;116780;116820
02.10.2018;116830;116860;116820;116860
02.10.2018;116860;116950;116860;116950
02.10.2018;116950;116960;116930;116940
02.10.2018;116940;116940;116890;116940
02.10.2018;116940;116950;116900;116900
02.10.2018;116920;116940;116900;116920
02.10.2018;116920;116980;116920;116970
02.10.2018;116970;116980;116960;116970
02.10.2018;116980;117030;116970;116990
02.10.2018;117010;117030;116970;116970
02.10.2018;116970;116980;116930;116930
02.10.2018;116930;116950;116910;116920
02.10.2018;116920;116940;116910;116920
02.10.2018;116920;116940;116890;116900
02.10.2018;116910;116920;116900;116920
02.10.2018;116920;116930;116880;116900
02.10.2018;116900;116900;116790;116790
02.10.2018;116810;116870;116810;116860
02.10.2018;116870;117000;116870;116970
27.11.2018;108380;109340;108130;109300
27.11.2018;109310;109480;109160;109190
27.11.2018;109180;109260;109050;109080
27.11.2018;109070;109080;108830;108950
27.11.2018;108940;109020;108830;109020
27.11.2018;109010;109130;109010;109090
27.11.2018;109090;109370;109090;109290
27.11.2018;109270;109310;109020;109190
27.11.2018;109180;109230;109130;109170
27.11.2018;109170;109200;109140;109180
27.11.2018;109190;109200;109040;109070
27.11.2018;109070;109140;109050;109070
27.11.2018;109080;109200;109080;109110
27.11.2018;109110;109130;109000;109000
27.11.2018;109000;109070;108960;109020
27.11.2018;109010;109100;109000;109080
27.11.2018;109090;109110;109050;109100
27.11.2018;109100;109140;109090;109140
27.11.2018;109140;109210;109130;109190
27.11.2018;109200;109240;109150;109200
27.11.2018;109200;109240;109180;109230
27.11.2018;109230;109270;109210;109250
27.11.2018;109250;109280;109250;109280
27.11.2018;109280;109300;109210;109260
27.11.2018;109260;109290;109190;109190
27.11.2018;109190;109210;109060;109090
27.11.2018;109100;109170;109080;109150
27.11.2018;109150;109230;109140;109150
27.11.2018;109160;109230;109150;109160
27.11.2018;109170;109240;109140;109240
27.11.2018;109240;109330;109210;109280
27.11.2018;109290;109460;109280;109410
27.11.2018;109420;109880;109420;109650
27.11.2018;109660;109790;109650;109740
27.11.2018;109740;109880;109720;109810
27.11.2018;109800;109840;109660;109680
27.11.2018;109660;109780;109590;109750
27.11.2018;109750;109760;109660;109660
27.11.2018;109680;109760;109640;109660
27.11.2018;109650;109740;109650;109710
27.11.2018;109700;109720;109660;109670
27.11.2018;109660;109720;109630;109670
27.11.2018;109670;109700;109600;109620
27.11.2018;109620;109650;109560;109580
27.11.2018;109570;109620;109560;109620
27.11.2018;109610;109620;109570;109590
27.11.2018;109590;109650;109570;109650
27.11.2018;109630;109670;109600;109630
27.11.2018;109630;109660;109590;109650
27.11.2018;109640;109670;109580;109580
27.11.2018;109590;109650;109580;109640
27.11.2018;109630;109690;109630;109650
27.11.2018;109660;109710;109610;109680
27.11.2018;109680;109690;109640;109690
27.11.2018;109690;109700;109630;109680
27.11.2018;109680;109700;109630;109640
27.11.2018;109640;109640;109540;109570
27.11.2018;109590;109600;109470;109530
27.11.2018;109530;109610;109500;109520
27.11.2018;109520;109530;109440;109510
27.11.2018;109520;109590;109330;109370
27.11.2018;109370;109510;109360;109470
27.11.2018;109470;109510;109440;109510
27.11.2018;109520;109640;109490;109600
27.11.2018;109600;109620;109360;109440
27.11.2018;109430;109470;109400;109420
27.11.2018;109420;109460;109180;109220
27.11.2018;109220;109370;109200;109330
27.11.2018;109330;109360;109280;109330
27.11.2018;109340;109400;109330;109360
27.11.2018;109360;109410;109320;109360
27.11.2018;109370;109370;109280;109300
27.11.2018;109300;109400;109270;109390
27.11.2018;109400;109420;109270;109280
27.11.2018;109290;109370;109280;109340
27.11.2018;109340;109410;109200;109260
27.11.2018;109240;109240;109110;109150
27.11.2018;109150;109210;109070;109200
27.11.2018;109210;109210;109090;109150
27.11.2018;109150;109200;109140;109160
27.11.2018;109170;109190;109090;109160
27.11.2018;109170;109170;108960;109020
27.11.2018;109020;109030;108900;108930
27.11.2018;108940;109020;108890;108980
27.11.2018;108990;109020;108970;108980
27.11.2018;108970;109030;108900;109030
27.11.2018;109030;109120;108990;109080
27.11.2018;109080;109140;109060;109110
27.11.2018;109120;109190;109120;109150
27.11.2018;109160;109250;109130;109150
27.11.2018;109170;109200;109070;109070
27.11.2018;109070;109100;109020;109050
27.11.2018;109050;109090;109020;109040
27.11.2018;109060;109090;108990;109000
27.11.2018;109020;109040;108930;109000
27.11.2018;109010;109070;108810;108830
27.11.2018;108830;108880;108730;108860
27.11.2018;108870;108920;108820;108920
27.11.2018;108930;108930;108860;108930
27.11.2018;108920;108930;108840;108900
27.11.2018;108880;108900;108810;108880
27.11.2018;108880;108900;108830;108840
27.11.2018;108840;108940;108830;108930
27.11.2018;108920;108940;108850;108930
27.11.2018;108930;108930;108840;108900
27.11.2018;108900;108930;108840;108900
27.11.2018;108900;108940;108880;108910
27.11.2018;108910;109030;108910;108910
27.11.2018;108910;108980;108900;108960
27.11.2018;108970;109000;108880;108920
27.11.2018;108920;108960;108860;108860
27.11.2018;108860;108930;108860;108900
27.11.2018;108900;108970;108880;108940
27.11.2018;108910;108950;108860;108940
27.11.2018;108950;109030;108900;109010
27.11.2018;109000;109120;109000;109010
27.11.2018;109030;109060;108970;108990
27.11.2018;108970;109000;108900;108960
27.11.2018;108960;109000;108940;108940
27.11.2018;108940;108990;108870;108970
27.11.2018;108970;109000;108770;108810
27.11.2018;108810;108840;108770;108800
27.11.2018;108790;108800;108670;108790
27.11.2018;108780;108850;108780;108810
27.11.2018;108810;108820;108690;108780
27.11.2018;108770;108850;108760;108830
27.11.2018;108820;108820;108630;108710
27.11.2018;108730;108850;108720;108820
27.11.2018;108820;108890;108820;108830
27.11.2018;108820;108860;108810;108820
27.11.2018;108830;108840;108700;108720
27.11.2018;108720;108850;108710;108840
27.11.2018;108840;108840;108770;108780
27.11.2018;108790;108840;108780;108820
27.11.2018;108810;108850;108800;108850
27.11.2018;108840;108860;108800;108850
27.11.2018;108850;108940;108830;108940
27.11.2018;108930;109050;108930;108990
27.11.2018;108990;109040;108970;109010
27.11.2018;109020;109150;109000;109110
27.11.2018;109130;109190;109070;109070
27.11.2018;109070;109100;109020;109050
27.11.2018;109050;109060;108990;109000
27.11.2018;109000;109060;108990;109040
27.11.2018;109040;109120;109040;109070
27.11.2018;109060;109130;109050;109110
27.11.2018;109130;109160;109100;109130
27.11.2018;109140;109190;109100;109140
27.11.2018;109140;109290;109120;109230
27.11.2018;109220;109280;109160;109170
27.11.2018;109180;109230;109170;109220
27.11.2018;109210;109250;109200;109250
27.11.2018;109250;109450;109240;109430
27.11.2018;109430;109470;109400;109410
27.11.2018;109410;109460;109410;109460
27.11.2018;109460;109480;109400;109420
27.11.2018;109420;109440;109390;109420
27.11.2018;109420;109430;109370;109400
27.11.2018;109400;109450;109380;109410
27.11.2018;109410;109450;109370;109370
27.11.2018;109380;109480;109360;109480
27.11.2018;109480;109510;109430;109480
27.11.2018;109480;109480;109380;109410
27.11.2018;109410;109420;109360;109390
27.11.2018;109380;109400;109360;109360
27.11.2018;109370;109390;109300;109330
27.11.2018;109330;109370;109310;109340
27.11.2018;109330;109350;109280;109290
27.11.2018;109290;109310;109210;109230
27.11.2018;109220;109330;109220;109310
27.11.2018;109320;109340;109300;109320
27.11.2018;109310;109440;109290;109410
27.11.2018;109410;109430;109280;109280
27.11.2018;109280;109450;109280;109440
27.11.2018;109430;109450;109290;109320
27.11.2018;109330;109350;109240;109250
27.11.2018;109240;109280;109240;109250
27.11.2018;109250;109280;109210;109270
27.11.2018;109280;109280;109180;109190
27.11.2018;109180;109210;109120;109160
27.11.2018;109170;109200;109150;109170
27.11.2018;109160;109180;109120;109120
27.11.2018;109120;109170;109120;109150
27.11.2018;109160;109370;109150;109360
27.11.2018;109370;109460;109350;109370
27.11.2018;109370;109460;109370;109420
27.11.2018;109420;109450;109400;109450
27.11.2018;109460;109470;109420;109420
27.11.2018;109440;109530;109420;109500
27.11.2018;109510;109620;109490;109600
27.11.2018;109600;109650;109580;109620
27.11.2018;109630;109690;109590;109660
27.11.2018;109670;109710;109610;109640
27.11.2018;109640;109680;109580;109580
27.11.2018;109590;109620;109560;109620
27.11.2018;109620;109650;109600;109610
27.11.2018;109620;109730;109610;109660
27.11.2018;109650;109680;109620;109650
27.11.2018;109650;109680;109570;109580
27.11.2018;109580;109630;109550;109620
27.11.2018;109620;109700;109620;109670
27.11.2018;109670;109680;109620;109660
27.11.2018;109660;109710;109640;109680
27.11.2018;109680;109710;109610;109690
27.11.2018;109690;109700;109640;109680
27.11.2018;109690;109720;109630;109660
27.11.2018;109650;109660;109610;109660
27.11.2018;109670;109690;109630;109650
27.11.2018;109630;109670;109610;109650
27.11.2018;109660;109720;109650;109710
27.11.2018;109710;109730;109600;109610
27.11.2018;109630;109650;109570;109610
27.11.2018;109610;109620;109580;109600
27.11.2018;109600;109660;109590;109620
27.11.2018;109620;109620;109500;109540
27.11.2018;109550;109550;109380;109390
27.11.2018;109400;109450;109380;109410
27.11.2018;109410;109440;109380;109410
27.11.2018;109410;109460;109400;109460
27.11.2018;109450;109480;109420;109440
27.11.2018;109460;109460;109420;109420
27.11.2018;109420;109460;109390;109430
27.11.2018;109440;109470;109430;109460
27.11.2018;109460;109510;109440;109460
27.11.2018;109450;109480;109430;109440
27.11.2018;109450;109460;109430;109440
27.11.2018;109450;109500;109450;109460
27.11.2018;109460;109500;109460;109460
27.11.2018;109460;109470;109420;109470
27.11.2018;109470;109480;109400;109420
27.11.2018;109410;109410;109320;109360
27.11.2018;109370;109400;109330;109360
27.11.2018;109370;109460;109360;109450
27.11.2018;109450;109460;109400;109420
27.11.2018;109420;109440;109400;109410
27.11.2018;109410;109540;109410;109540
27.11.2018;109530;109570;109480;109480
27.11.2018;109480;109550;109480;109550
27.11.2018;109540;109600;109520;109520
27.11.2018;109540;109590;109500;109590
27.11.2018;109570;109570;109050;109160
27.11.2018;109160;109190;109020;109120
27.11.2018;109110;109230;109110;109200
27.11.2018;109200;109230;109180;109180
27.11.2018;109190;109350;109190;109340
27.11.2018;109340;109510;109310;109460
27.11.2018;109460;109460;109410;109440
27.11.2018;109450;109460;109400;109440
27.11.2018;109450;109450;109370;109420
27.11.2018;109420;109430;109380;109420
27.11.2018;109420;109420;109250;109280
27.11.2018;109280;109280;109130;109180
27.11.2018;109190;109240;109110;109150
27.11.2018;109160;109250;109070;109250
27.11.2018;109230;109250;109160;109160
27.11.2018;109160;109180;109000;109000
27.11.2018;109000;109050;108950;108970
27.11.2018;108960;109010;108930;108940
27.11.2018;108930;108980;108890;108980
27.11.2018;108970;109030;108950;109000
27.11.2018;109000;109040;108970;109030
27.11.2018;109030;109040;108980;109000
27.11.2018;109000;109070;108990;109040
27.11.2018;109050;109070;108950;108980
27.11.2018;108990;109060;108970;109030
27.11.2018;109040;109060;109000;109020
27.11.2018;109010;109070;109000;109070
27.11.2018;109070;109290;109070;109250
27.11.2018;109250;109250;109160;109180
27.11.2018;109180;109370;109170;109280
27.11.2018;109280;109310;109240;109240
27.11.2018;109230;109250;109170;109180
27.11.2018;109180;109210;109130;109190
27.11.2018;109160;109190;109150;109150
27.11.2018;109140;109200;109080;109100
27.11.2018;109100;109110;108750;108930
27.11.2018;108920;108940;108760;108900
27.11.2018;108890;108890;108680;108820
27.11.2018;108820;108850;108660;108670
27.11.2018;108660;108840;108540;108790
27.11.2018;108790;108910;108780;108850
27.11.2018;108840;108850;108780;108810
27.11.2018;108820;108960;108820;108940
27.11.2018;108940;109020;108920;108940
27.11.2018;108940;109000;108930;108980
27.11.2018;108970;108990;108890;108920
27.11.2018;108930;109050;108920;108980
27.11.2018;108980;109010;108910;109010
27.11.2018;109010;109020;108930;108970
27.11.2018;108980;109030;108950;108980
27.11.2018;108970;108980;108930;108950
27.11.2018;108950;109010;108920;108940
27.11.2018;108940;108960;108920;108940
27.11.2018;108960;108960;108910;108930
27.11.2018;108920;108960;108880;108960
27.11.2018;108950;109060;108940;109040
27.11.2018;109030;109200;109010;109190
27.11.2018;109170;109190;109090;109100
27.11.2018;109110;109160;109100;109150
27.11.2018;109150;109250;109140;109230
27.11.2018;109220;109250;109150;109170
27.11.2018;109180;109180;109120;109130
27.11.2018;109130;109180;109110;109160
27.11.2018;109150;109180;109150;109180
27.11.2018;109180;109190;109160;109190
27.11.2018;109200;109200;109100;109150
27.11.2018;109150;109170;109080;109100
27.11.2018;109080;109130;109060;109080
27.11.2018;109070;109110;109070;109110
27.11.2018;109100;109160;109090;109140
27.11.2018;109140;109150;109030;109030
27.11.2018;109040;109050;109000;109040
27.11.2018;109030;109130;108990;109120
27.11.2018;109130;109130;108980;109060
27.11.2018;109060;109090;109040;109060
27.11.2018;109050;109050;108970;109010
27.11.2018;109000;109030;108980;109010
27.11.2018;109000;109010;108970;109010
27.11.2018;109010;109020;108990;109000
27.11.2018;109010;109030;108990;109020
27.11.2018;109010;109050;109000;109010
27.11.2018;109020;109050;108970;109020
27.11.2018;109020;109070;109020;109070
27.11.2018;109070;109080;109050;109070
27.11.2018;109070;109080;109050;109050
27.11.2018;109070;109070;109030;109070
27.11.2018;109050;109070;109030;109070
27.11.2018;109050;109070;109040;109060
27.11.2018;109060;109070;109020;109040
27.11.2018;109040;109060;109020;109030
27.11.2018;109020;109030;108920;109020
27.11.2018;109010;109210;109010;109150
27.11.2018;109150;109160;109090;109130
27.11.2018;109150;109160;109080;109090
27.11.2018;109090;109110;109070;109110
27.11.2018;109100;109150;109090;109120
27.11.2018;109130;109130;109080;109090
27.11.2018;109120;109150;109100;109120
27.11.2018;109120;109190;109120;109190
27.11.2018;109190;109320;109160;109250
27.11.2018;109240;109260;109220;109240
27.11.2018;109240;109240;109160;109180
27.11.2018;109170;109200;109110;109160
27.11.2018;109150;109170;109120;109140
27.11.2018;109130;109140;109090;109100
27.11.2018;109100;109110;109060;109060
27.11.2018;109060;109120;109060;109120
27.11.2018;109120;109120;109080;109090
27.11.2018;109090;109110;109070;109100
27.11.2018;109100;109120;109060;109080
27.11.2018;109080;109110;109030;109030
27.11.2018;109030;109080;109020;109070
27.11.2018;109070;109070;109050;109060
27.11.2018;109050;109090;109040;109060
27.11.2018;109070;109070;108840;108910
27.11.2018;108910;109020;108910;108940
27.11.2018;108930;108950;108880;108900
27.11.2018;108900;108920;108830;108900
27.11.2018;108900;108970;108860;108970
27.11.2018;108970;109070;108940;109050
27.11.2018;109040;109100;109000;109050
27.11.2018;109040;109040;108950;109000
27.11.2018;109020;109070;109000;109040
27.11.2018;109020;109100;109020;109080
27.11.2018;109100;109100;109060;109100
27.11.2018;109100;109110;109040;109040
27.11.2018;109040;109080;109010;109050
27.11.2018;109030;109050;108960;108980
27.11.2018;108970;109120;108970;109100
27.11.2018;109090;109320;109090;109310
27.11.2018;109320;109360;109250;109260
27.11.2018;109270;109300;109240;109290
27.11.2018;109290;109290;109210;109240
27.11.2018;109250;109260;109150;109180
27.11.2018;109180;109200;109100;109120
27.11.2018;109130;109160;109110;109130
27.11.2018;109130;109140;109080;109110
27.11.2018;109120;109120;109060;109100
27.11.2018;109120;109140;109080;109080
27.11.2018;109090;109120;109070;109120
27.11.2018;109110;109110;109050;109060
27.11.2018;109050;109050;108870;108990
27.11.2018;108990;109000;108960;108990
27.11.2018;108990;108990;108890;108930
27.11.2018;108940;108990;108880;108880
27.11.2018;108890;108940;108860;108870
27.11.2018;108880;108950;108840;108860
27.11.2018;108860;108900;108770;108780
27.11.2018;108780;108840;108780;108840
27.11.2018;108830;108870;108820;108860
27.11.2018;108860;108930;108850;108910
27.11.2018;108920;108920;108830;108860
27.11.2018;108870;108870;108760;108800
27.11.2018;108790;108870;108790;108820
27.11.2018;108820;108900;108820;108900
27.11.2018;108890;108990;108890;108950
27.11.2018;108940;108940;108890;108930
27.11.2018;108930;109000;108920;108980
27.11.2018;108980;108990;108960;108960
27.11.2018;108970;108990;108930;108980
27.11.2018;108970;109110;108940;109100
27.11.2018;109110;109150;109030;109040
27.11.2018;109030;109100;109030;109050
27.11.2018;109060;109130;109040;109130
27.11.2018;109120;109130;109040;109070
27.11.2018;109060;109100;109050;109080
27.11.2018;109060;109080;109030;109070
27.11.2018;109060;109080;108980;108990
27.11.2018;109000;109040;108980;109000
27.11.2018;109010;109120;109010;109090
27.11.2018;109080;109170;109070;109120
27.11.2018;109120;109160;109100;109120
27.11.2018;109130;109190;109100;109190
27.11.2018;109190;109290;109190;109280
27.11.2018;109290;109310;109180;109190
27.11.2018;109190;109230;109100;109150
27.11.2018;109150;109170;109090;109120
27.11.2018;109110;109160;109110;109130
27.11.2018;109140;109150;109120;109150
27.11.2018;109150;109230;109130;109200
27.11.2018;109200;109210;109090;109130
27.11.2018;109110;109140;109100;109120
27.11.2018;109130;109130;109070;109120
27.11.2018;109110;109220;109110;109210
27.11.2018;109210;109250;109190;109210
27.11.2018;109210;109220;109140;109170
27.11.2018;109160;109250;109160;109240
27.11.2018;109240;109330;109240;109280
27.11.2018;109270;109470;109270;109460
27.11.2018;109440;109610;109440;109580
27.11.2018;109590;109630;109460;109460
27.11.2018;109470;109540;109460;109510
27.11.2018;109510;109550;109500;109530
27.11.2018;109540;109550;109480;109500
27.11.2018;109510;109560;109480;109530
27.11.2018;109520;109560;109470;109470
27.11.2018;109480;109500;109470;109480
27.11.2018;109490;109510;109450;109450
27.11.2018;109460;109480;109440;109460
27.11.2018;109470;109530;109460;109500
27.11.2018;109500;109500;109460;109460
27.11.2018;109470;109480;109450;109460
27.11.2018;109460;109530;109460;109510
27.11.2018;109500;109530;109490;109510
27.11.2018;109510;109530;109490;109520
27.11.2018;109530;109590;109410;109420
27.11.2018;109430;109590;109420;109590
27.11.2018;109590;109650;109570;109600
27.11.2018;109610;109620;109560;109600
27.11.2018;109600;109630;109520;109570
27.11.2018;109580;109590;109510;109540
27.11.2018;109550;109630;109530;109530
27.11.2018;109530;109540;109410;109410
27.11.2018;109420;109420;109270;109280
27.11.2018;109280;109430;109280;109340
27.11.2018;109340;109380;109220;109270
27.11.2018;109270;109300;109170;109180
27.11.2018;109180;109210;109130;109160
27.11.2018;109170;109210;109140;109150
27.11.2018;109170;109240;109120;109220
27.11.2018;109220;109280;109160;109260
27.11.2018;109270;109300;109230;109250
27.11.2018;109250;109300;109200;109250
27.11.2018;109250;109430;109250;109360
27.11.2018;109350;109360;109280;109290
27.11.2018;109280;109300;109200;109210
27.11.2018;109230;109280;109170;109220
27.11.2018;109210;109280;109180;109230
27.11.2018;109210;109280;109200;109210
27.11.2018;109200;109270;109200;109240
27.11.2018;109240;109280;109220;109230
27.11.2018;109230;109250;109130;109190
27.11.2018;109180;109240;109170;109230
27.11.2018;109230;109230;109150;109190
27.11.2018;109190;109230;109170;109210
27.11.2018;109210;109330;109190;109300
27.11.2018;109290;109290;109240;109290
27.11.2018;109270;109320;109270;109280
27.11.2018;109270;109300;109180;109300
27.11.2018;109290;109380;109290;109360
27.11.2018;109370;109370;109250;109350
27.11.2018;109350;109380;109320;109360
27.11.2018;109360;109400;109270;109290
27.11.2018;109280;109370;109280;109350
27.11.2018;109360;109450;109360;109420
27.11.2018;109420;109530;109410;109460
27.11.2018;109450;109460;109350;109420
27.11.2018;109400;109470;109390;109420
27.11.2018;109420;109640;109420;109620
27.11.2018;109630;109650;109550;109590
27.11.2018;109590;109610;109540;109580
27.11.2018;109580;109670;109580;109630
27.11.2018;109630;109800;109630;109760
27.11.2018;109760;109940;109710;109730
27.11.2018;109740;109860;109650;109830
27.11.2018;109830;109870;109650;109680
27.11.2018;109690;109700;109620;109660
27.11.2018;109660;109680;109610;109630
27.11.2018;109640;109700;109630;109670
27.11.2018;109670;109700;109640;109680
27.11.2018;109670;109730;109620;109630
27.11.2018;109620;109640;109570;109590
27.11.2018;109600;109620;109540;109580
27.11.2018;109570;109630;109570;109610
27.11.2018;109610;109620;109560;109580
27.11.2018;109590;109680;109580;109660
27.11.2018;109670;109670;109560;109570
27.11.2018;109560;109620;109560;109600
27.11.2018;109600;109640;109570;109610
27.11.2018;109610;109610;109560;109590
27.11.2018;109570;109600;109560;109560
27.11.2018;109570;109580;109540;109540
27.11.2018;109540;109580;109530;109540
27.11.2018;109550;109630;109510;109630
27.11.2018;109630;109680;109590;109680
27.11.2018;109670;109780;109670;109750
27.11.2018;109760;109780;109710;109730
27.11.2018;109730;109750;109590;109630
27.11.2018;109640;109780;109620;109770
27.11.2018;109770;109840;109740;109790
27.11.2018;109840;110340;109840;109960
27.11.2018;109980;110010;109900;110010
27.11.2018;110000;110000;109890;109930
27.11.2018;109950;109970;109900;109950
27.11.2018;109940;109970;109890;109950
27.11.2018;109940;110040;109930;110000
27.11.2018;109980;110000;109910;109970
27.11.2018;109970;109980;109900;109910
27.11.2018;109920;109950;109890;109930
27.11.2018;109930;109940;109890;109920
27.11.2018;109930;109940;109890;109920
27.11.2018;109920;109930;109830;109830
27.11.2018;109830;109900;109810;109900
27.11.2018;109910;109920;109850;109880
27.11.2018;109890;109900;109840;109840
27.11.2018;109850;109890;109810;109830
27.11.2018;109830;109850;109780;109790
27.11.2018;109790;109870;109780;109860
27.11.2018;109860;109860;109760;109800
27.11.2018;109800;109800;109680;109700
27.11.2018;109710;109740;109650;109720
27.11.2018;109730;109770;109710;109740
27.11.2018;109760;109770;109720;109750
27.11.2018;109760;109930;109720;109860
27.11.2018;109860;109870;109820;109830
27.11.2018;109820;109830;109720;109730
27.11.2018;109720;109730;109600;109610
27.11.2018;109600;109630;109460;109610
27.11.2018;109620;109620;109550;109600
27.11.2018;109630;109740;109620;109630
27.11.2018;109620;109640;109590;109630
27.11.2018;109620;109670;109610;109650
27.11.2018;109650;109680;109590;109590
27.11.2018;109610;109630;109510;109520
27.11.2018;109520;109550;109460;109540
27.11.2018;109540;109580;109460;109500
27.11.2018;109480;109510;109430;109430
27.11.2018;109430;109580;109410;109570
27.11.2018;109560;109590;109530;109530
27.11.2018;109540;109560;109500;109500
27.11.2018;109490;109550;109430;109500
27.11.2018;109480;109510;109480;109500
27.11.2018;109490;109520;109450;109460
27.11.2018;109450;109480;109400;109460
27.11.2018;109440;109470;109410;109470
27.11.2018;109460;109470;109380;109400
27.11.2018;109400;109480;109390;109430
27.11.2018;109430;109490;109430;109490
27.11.2018;109490;109540;109490;109530
27.11.2018;109530;109540;109500;109520
27.11.2018;109510;109550;109500;109540
27.11.2018;109530;109550;109490;109540
27.11.2018;109530;109590;109530;109590
27.11.2018;109580;109590;109550;109560
27.11.2018;109570;109590;109510;109520
27.11.2018;109520;109550;109490;109510
27.11.2018;109510;109510;109430;109450
27.11.2018;109460;109460;109250;109280
27.11.2018;109280;109330;109250;109290
