27/09/18 - Открытие;27/09/18 - Максимум;27/09/18 - Минимум;27/09/18 - Закрытие;02/10/18 -  Открытие;02/10/18 - Максимум;02/10/18 - Минимум;02/10/18 - Закрытие;27/11/18 - Открытие;27/11/18 - Максимум;27/11/18 - Минимум;27/11/18 - Закрытие;04/12/18 - Открытие;04/12/18 - Максимум;04/12/18 - Минимум;04/12/18 - Закрытие
117550;117620;117550;117600;117090;117110;117020;117040;109490;109520;109450;109460;114770;114780;114750;114770
117620;117650;117550;117560;117040;117080;117020;117040;109450;109480;109400;109460;114770;114780;114720;114740
117570;117620;117550;117590;117040;117040;116950;116970;109440;109470;109410;109470;114740;114750;114720;114720
117600;117640;117600;117620;116960;116990;116920;116990;109460;109470;109380;109400;114730;114790;114720;114780
117610;117620;117590;117610;116990;117000;116940;116950;109400;109480;109390;109430;114780;114800;114730;114780
117610;117610;117540;117540;116950;117060;116940;117050;109430;109490;109430;109490;114790;114790;114760;114760
117540;117570;117530;117550;117050;117070;117010;117010;109490;109540;109490;109530;114760;114790;114730;114780
117560;117600;117550;117600;117020;117030;117000;117000;109530;109540;109500;109520;114780;114800;114760;114780
117590;117620;117560;117570;117000;117010;116860;116870;109510;109550;109500;109540;114780;114820;114780;114790
117580;117580;117540;117550;116890;116940;116860;116940;109530;109550;109490;109540;114800;114800;114730;114750
117560;117560;117490;117500;116920;116960;116890;116890;109530;109590;109530;109590;114750;114760;114740;114760
117510;117510;117460;117470;116890;116940;116870;116910;109580;109590;109550;109560;114760;114760;114740;114760
117490;117550;117460;117530;116920;116930;116890;116900;109570;109590;109510;109520;114770;114790;114760;114760
117530;117550;117480;117490;116910;116980;116890;116960;109520;109550;109490;109510;114760;114790;114740;114790
117500;117530;117470;117520;116980;117010;116950;116950;109510;109510;109430;109450;114790;114790;114750;114760
117530;117540;117510;117540;116950;116990;116950;116990;109460;109460;109250;109280;114760;114770;114700;114700
117550;117570;117530;117560;116990;117010;116970;116980;109280;109330;109250;109290;114700;114720;114670;114680
117550;117550;117450;117470;116990;116990;116960;116970;109280;109430;109280;109350;114680;114700;114640;114670
117490;117490;117410;117450;116960;117050;116950;117050;109360;109530;109360;109450;114660;114700;114600;114610
117440;117440;117380;117390;117030;117040;116950;116960;109450;109470;109430;109460;114620;114650;114570;114650
117390;117410;117370;117380;116950;116980;116950;116970;109470;109470;109410;109420;114640;114650;114530;114550
117380;117400;117370;117390;116960;116960;116890;116920;109430;109500;109410;109460;114570;114570;114500;114540
117390;117400;117380;117400;116910;116940;116900;116910;109460;109470;109420;109430;114530;114530;114300;114380
117400;117430;117390;117410;116910;116980;116900;116980;109430;109490;109420;109480;114390;114420;114290;114300
117410;117440;117400;117420;116980;117040;116970;117030;109480;109500;109450;109470;114300;114400;114290;114370
117440;117440;117370;117380;117020;117030;117000;117030;109460;109470;109280;109340;114360;114360;114200;114210
117370;117390;117340;117340;117020;117030;117020;117030;109330;109410;109280;109290;114200;114300;114030;114240
117360;117390;117340;117380;117040;117040;117020;117020;109290;109290;109150;109200;114240;114260;114090;114160
117370;117380;117330;117330;117030;117030;117010;117010;109200;109200;109020;109130;114150;114190;114130;114180
117340;117400;117330;117390;117010;117040;117010;117030;109120;109190;109070;109180;114180;114230;114150;114160
117390;117400;117370;117390;117030;117050;117000;117030;109170;109180;109100;109110;114160;114230;114150;114170
117380;117420;117370;117410;117040;117080;117040;117080;109110;109160;109090;109090;114180;114190;114030;114040
117410;117410;117380;117400;117080;117090;117060;117080;109100;109150;109070;109080;114050;114050;113800;113880
117380;117390;117370;117370;117070;117070;117020;117020;109070;109160;109060;109130;113870;113890;113720;113850
117360;117360;117280;117320;117020;117040;117010;117040;109120;109160;109050;109100;113840;113990;113820;113990
117320;117330;117300;117310;117040;117070;117030;117070;109090;109100;109040;109050;113980;114020;113930;113960
117320;117330;117300;117300;117070;117080;117060;117060;109030;109080;108970;109050;113960;114020;113940;113990
117300;117350;117280;117330;117050;117060;117040;117050;109060;109090;108970;109030;113970;114020;113970;113990
117320;117350;117270;117340;117050;117060;117020;117020;109010;109030;108880;108910;114000;114000;113900;113900
117350;117370;117340;117340;117020;117020;116970;117000;108900;108930;108810;108840;113900;114000;113900;113970
117350;117370;117340;117340;117000;117030;117000;117010;108830;108920;108780;108850;113950;113960;113920;113930
117360;117370;117300;117310;117010;117050;117010;117050;108850;108880;108790;108840;113940;113960;113900;113920
117310;117350;117310;117330;117060;117070;117040;117050;108840;108860;108780;108810;113910;113930;113810;113840
117330;117390;117320;117380;117040;117060;117040;117050;108800;108860;108680;108850;113850;113960;113800;113880
117380;117450;117370;117400;117060;117070;117050;117070;108850;108940;108800;108920;113860;113930;113830;113890
117400;117500;117400;117490;117050;117070;117050;117070;108910;108950;108860;108880;113880;113930;113800;113910
117500;117520;117480;117480;117060;117060;117030;117040;108870;108940;108860;108930;113920;113930;113850;113890
117490;117530;117480;117500;117040;117060;117030;117030;108920;108930;108880;108910;113890;113890;113800;113810
117480;117530;117470;117530;117040;117040;116990;117040;108900;108980;108850;108970;113810;113820;113570;113640
117530;117550;117500;117550;117050;117050;116990;116990;108970;108970;108910;108930;113630;113700;113620;113630
117550;117590;117530;117580;116990;117000;116950;116970;108930;108980;108910;108980;113650;113670;113470;113560
117570;117590;117510;117560;116960;116980;116940;116950;108970;109030;108930;108940;113560;113670;113530;113650
117550;117570;117470;117490;116960;116970;116930;116970;108940;109060;108910;109040;113640;113680;113610;113680
117500;117550;117480;117530;116980;116990;116950;116970;109040;109110;109010;109010;113690;113710;113630;113680
117520;117550;117480;117550;116960;116990;116960;116980;109010;109040;108980;109000;113700;113770;113680;113750
117540;117560;117400;117400;116980;117010;116980;116990;108990;109010;108960;108970;113740;113780;113730;113760
117400;117500;117400;117470;116990;117010;116990;117000;108970;108990;108940;108970;113740;113760;113690;113750
117480;117500;117470;117490;116990;116990;116950;116950;108980;108980;108940;108950;113760;113760;113650;113670
117490;117510;117450;117480;116950;116980;116950;116980;108950;108990;108940;108940;113660;113740;113610;113730
117490;117500;117430;117440;116990;117040;116990;117040;108940;108950;108830;108860;113740;113770;113700;113760
117440;117460;117440;117450;117040;117060;117030;117040;108870;108920;108860;108910;113760;113770;113730;113760
117460;117480;117440;117480;117050;117090;117050;117050;108910;108970;108910;108970;113760;113810;113750;113800
117480;117480;117450;117450;117050;117060;117040;117060;108960;109020;108950;108990;113790;113850;113780;113780
117450;117510;117440;117510;117060;117090;117040;117070;108980;108980;108900;108930;113770;113870;113770;113860
117510;117570;117510;117560;117060;117080;117050;117070;108920;108920;108870;108880;113870;113880;113810;113870
117560;117600;117540;117600;117090;117130;117080;117090;108880;108960;108870;108930;113870;113870;113820;113860
117590;117600;117550;117560;117090;117150;117090;117110;108940;108990;108940;108970;113860;113900;113840;113880
117560;117560;117490;117500;117110;117140;117100;117100;108970;109000;108960;109000;113890;113930;113870;113870
117490;117520;117480;117510;117100;117110;117100;117110;109000;109060;108990;109050;113880;113890;113780;113790
117500;117520;117490;117500;117110;117110;117070;117070;109060;109080;109000;109010;113800;113850;113790;113820
117510;117580;117510;117550;117070;117080;117050;117060;109000;109030;108990;109000;113820;113850;113780;113820
117560;117590;117540;117590;117070;117070;117010;117040;109020;109060;109010;109020;113840;113910;113840;113850
117560;117570;117490;117500;117020;117090;117020;117090;109010;109010;108960;108970;113830;113860;113810;113830
117510;117580;117510;117560;117090;117100;117070;117100;108970;109040;108970;109020;113840;113870;113830;113870
117560;117560;117500;117530;117100;117130;117090;117100;109030;109060;109020;109040;113870;113930;113870;113900
117530;117550;117520;117530;117100;117100;117050;117050;109050;109060;109030;109050;113890;113900;113840;113850
117530;117570;117520;117530;117050;117060;117020;117040;109050;109050;108970;108990;113840;113860;113820;113850
117530;117530;117480;117510;117030;117030;117000;117010;109000;109010;108970;109010;113850;113860;113800;113800
117500;117510;117450;117470;117000;117030;117000;117010;109000;109040;108970;108970;113790;113810;113760;113780
117450;117480;117450;117480;117020;117070;117010;117040;108970;109000;108950;108980;113770;113790;113750;113760
117460;117460;117430;117460;117050;117100;117050;117090;108980;109000;108980;108990;113750;113770;113720;113750
117450;117490;117440;117470;117100;117110;117080;117110;109010;109060;109010;109060;113750;113790;113750;113790
117480;117480;117450;117450;117110;117160;117100;117100;109060;109130;109050;109100;113800;113830;113770;113780
117460;117500;117440;117490;117100;117160;117100;117160;109090;109100;109010;109020;113770;113830;113770;113820
117490;117510;117470;117470;117160;117180;117120;117150;109000;109020;108930;109020;113810;113850;113800;113850
117460;117500;117450;117480;117160;117210;117120;117210;109020;109120;109020;109080;113850;113870;113810;113810
117480;117490;117470;117480;117210;117220;117170;117180;109080;109090;109030;109040;113820;113840;113800;113810
117490;117490;117470;117480;117200;117200;117160;117160;109050;109150;109040;109150;113810;113840;113800;113820
117480;117500;117480;117490;117160;117180;117150;117150;109150;109310;109120;109130;113810;113830;113790;113790
117500;117520;117490;117510;117150;117150;117090;117120;109130;109130;108940;109050;113790;113830;113750;113820
117520;117540;117520;117530;117140;117150;117130;117150;109040;109190;109020;109190;113790;113890;113790;113860
117530;117540;117520;117520;117150;117160;117150;117150;109190;109220;109130;109150;113850;113880;113850;113850
117530;117530;117490;117500;117150;117150;117100;117110;109170;109180;109060;109090;113850;113850;113750;113780
117500;117530;117500;117530;117120;117210;117120;117200;109100;109180;109070;109070;113770;113800;113760;113800
117520;117550;117500;117530;117200;117200;117160;117180;109080;109110;109010;109050;113790;113820;113770;113810
117540;117550;117520;117530;117180;117200;117160;117200;109040;109070;109000;109030;113810;113820;113790;113810
117530;117540;117480;117480;117190;117200;117180;117200;109020;109050;109000;109040;113820;113840;113800;113820
117490;117510;117460;117460;117190;117230;117190;117220;109030;109090;109030;109070;113830;113830;113800;113830
117460;117490;117460;117490;117230;117260;117220;117240;109080;109090;109050;109050;113840;113840;113770;113780
117480;117500;117470;117480;117230;117290;117210;117280;109050;109090;109040;109080;113790;113830;113790;113810
117480;117480;117420;117450;117270;117280;117240;117250;109090;109110;109050;109070;113820;113850;113790;113830
117460;117460;117420;117420;117260;117260;117210;117250;109060;109120;109050;109110;113820;113840;113790;113820
117420;117450;117400;117420;117240;117350;117230;117330;109100;109120;109080;109110;113820;113830;113780;113800
117410;117440;117410;117420;117320;117370;117310;117340;109090;109140;109060;109070;113790;113800;113750;113770
117440;117440;117430;117430;117330;117380;117290;117300;109070;109110;109070;109080;113760;113780;113670;113680
117440;117470;117410;117450;117290;117310;117280;117280;109070;109110;109060;109110;113670;113700;113520;113530
117460;117470;117440;117470;117290;117340;117280;117280;109120;109140;109110;109110;113530;113540;113330;113380
117480;117490;117430;117450;117270;117280;117230;117270;109110;109140;109110;109140;113370;113550;113340;113540
117450;117470;117430;117470;117280;117340;117240;117290;109150;109200;109150;109190;113530;113560;113480;113560
117470;117490;117460;117490;117300;117330;117300;117300;109190;109190;109150;109170;113550;113580;113540;113560
117480;117500;117480;117500;117300;117300;117250;117270;109170;109190;109130;109140;113550;113580;113550;113570
117500;117510;117490;117500;117260;117310;117260;117280;109170;109250;109140;109210;113570;113590;113540;113550
117510;117520;117490;117500;117290;117290;117260;117290;109200;109230;109190;109200;113530;113560;113500;113550
117490;117490;117480;117480;117280;117300;117270;117300;109190;109220;109150;109170;113550;113550;113460;113480
117480;117640;117460;117620;117300;117300;117300;117300;109150;109160;109100;109120;113490;113510;113460;113490
117610;117620;117520;117580;117300;117310;117260;117260;109120;109190;109090;109160;113490;113510;113440;113490
117560;117570;117550;117550;117260;117260;117210;117210;109190;109220;109170;109190;113490;113500;113430;113440
117540;117560;117540;117550;117210;117230;117210;117220;109210;109210;109160;109170;113440;113440;113230;113310
117550;117570;117550;117570;117230;117250;117200;117240;109180;109220;109170;109200;113310;113320;113250;113300
117570;117570;117540;117550;117240;117260;117240;117240;109200;109230;109200;109220;113310;113310;113180;113280
117560;117560;117550;117550;117250;117250;117220;117240;109220;109250;109220;109250;113280;113380;113260;113370
117540;117560;117530;117540;117220;117220;117210;117210;109230;109280;109230;109280;113370;113440;113360;113440
117550;117550;117530;117550;117200;117220;117170;117200;109280;109330;109280;109290;113430;113460;113380;113440
117550;117560;117530;117540;117200;117210;117190;117200;109310;109340;109290;109300;113420;113460;113380;113460
117550;117550;117520;117520;117210;117210;117150;117160;109300;109330;109260;109270;113460;113490;113430;113490
117520;117540;117520;117540;117180;117210;117170;117200;109280;109280;109240;109270;113470;113490;113390;113430
117530;117570;117530;117570;117210;117230;117200;117220;109270;109270;109230;109230;113430;113460;113390;113450
117560;117570;117550;117570;117220;117230;117210;117210;109220;109240;109190;109190;113460;113460;113410;113420
117570;117590;117560;117560;117200;117200;117180;117200;109180;109240;109170;109220;113420;113440;113300;113320
117560;117560;117550;117560;117190;117190;117170;117190;109220;109240;109190;109220;113310;113350;113300;113320
117550;117560;117540;117540;117180;117180;117130;117150;109210;109220;109180;109180;113330;113340;113300;113320
117550;117560;117520;117520;117150;117150;117100;117100;109180;109240;109170;109220;113320;113430;113310;113370
117520;117520;117450;117470;117110;117110;117070;117090;109210;109320;109210;109310;113380;113470;113350;113450
117460;117470;117450;117460;117090;117090;117010;117030;109300;109310;109250;109250;113440;113500;113430;113500
117460;117490;117440;117480;117030;117040;117000;117040;109250;109310;109250;109310;113490;113520;113460;113490
117470;117510;117470;117490;117040;117060;117000;117000;109300;109330;109290;109290;113490;113530;113480;113530
117490;117500;117470;117470;117000;117020;116990;117010;109300;109340;109280;109340;113530;113560;113510;113530
117480;117510;117480;117500;117000;117020;116950;116990;109340;109400;109320;109360;113520;113550;113480;113490
117490;117540;117480;117540;116980;116990;116940;116950;109370;109420;109320;109330;113490;113520;113480;113500
117520;117530;117510;117510;116960;116990;116940;116990;109330;109380;109310;109360;113500;113530;113470;113510
117520;117540;117500;117540;116990;117000;116970;117000;109380;109380;109310;109330;113500;113590;113490;113540
117530;117530;117510;117510;116990;117010;116970;116970;109330;109350;109300;109300;113550;113560;113490;113490
117500;117500;117460;117470;116980;117020;116980;116990;109310;109340;109290;109330;113500;113540;113470;113470
117460;117480;117420;117430;116980;116990;116980;116990;109330;109350;109310;109350;113480;113570;113470;113560
117420;117450;117410;117450;116990;116990;116980;116980;109350;109350;109300;109310;113560;113610;113540;113590
117450;117470;117440;117460;116970;116970;116940;116950;109300;109300;109240;109250;113590;113610;113570;113570
117460;117470;117460;117470;116950;116970;116950;116950;109250;109300;109230;109300;113580;113610;113570;113600
117460;117460;117430;117430;116970;117000;116960;117000;109290;109320;109280;109300;113600;113650;113600;113640
117430;117460;117410;117420;116990;117030;116990;117030;109320;109350;109290;109300;113640;113650;113600;113630
117410;117430;117350;117370;117030;117030;116990;116990;109300;109300;109230;109250;113630;113640;113600;113600
117380;117380;117350;117360;116990;117000;116980;116980;109250;109260;109210;109260;113600;113610;113580;113600
117350;117430;117350;117430;116980;116980;116900;116960;109270;109290;109260;109270;113590;113640;113590;113610
117440;117440;117410;117410;116960;116980;116920;116920;109250;109250;109240;109250;113610;113610;113580;113590
117400;117400;117400;117400;116930;116950;116870;116910;109240;109240;109220;109220;113590;113610;113560;113590
117390;117390;117360;117360;116900;116900;116820;116840;109230;109300;109230;109300;113590;113600;113560;113560
117360;117370;117360;117370;116850;116880;116840;116850;109300;109340;109300;109330;113570;113590;113560;113580
117360;117380;117360;117360;116830;116860;116830;116840;109310;109320;109270;109280;113580;113600;113560;113560
117360;117370;117350;117360;116820;116840;116820;116840;109300;109370;109290;109370;113560;113600;113550;113590
117360;117370;117320;117320;116830;116870;116820;116850;109370;109380;109340;109370;113600;113600;113580;113580
117320;117350;117300;117310;116850;116910;116850;116910;109370;109400;109320;109340;113580;113640;113580;113610
117310;117370;117310;117370;116900;116910;116850;116850;109340;109370;109340;109360;113620;113630;113580;113590
117350;117370;117340;117340;116850;116870;116850;116870;109370;109400;109350;109380;113590;113600;113510;113520
117350;117370;117340;117370;116880;116910;116880;116900;109380;109400;109350;109390;113520;113550;113510;113520
117360;117360;117300;117330;116910;116910;116890;116890;109400;109410;109380;109390;113510;113550;113490;113530
117320;117350;117320;117330;116900;116910;116850;116870;109400;109400;109340;109390;113540;113560;113520;113540
117330;117350;117310;117320;116860;116880;116860;116880;109380;109380;109360;109360;113530;113550;113470;113490
117320;117340;117320;117330;116880;116910;116870;116890;109370;109390;109370;109380;113500;113510;113470;113490
117320;117370;117320;117340;116880;116920;116870;116910;109370;109380;109360;109380;113490;113510;113480;113500
117360;117370;117360;117370;116910;116970;116900;116970;109370;109430;109360;109420;113510;113540;113470;113530
117360;117390;117350;117380;116950;116990;116950;116990;109420;109430;109390;109390;113530;113560;113520;113560
117380;117400;117370;117380;116970;116990;116960;116990;109390;109390;109320;109320;113550;113550;113510;113540
117370;117400;117370;117390;116970;116990;116960;116980;109330;109370;109330;109360;113540;113540;113520;113530
117400;117400;117380;117390;116980;116990;116960;116960;109380;109410;109360;109400;113540;113560;113530;113550
117380;117380;117350;117360;116960;116960;116900;116900;109400;109430;109380;109430;113550;113560;113520;113540
117350;117350;117310;117340;116900;116910;116880;116910;109420;109430;109370;109370;113550;113550;113520;113530
117350;117380;117350;117360;116910;116930;116910;116930;109370;109430;109370;109410;113540;113540;113510;113520
117360;117370;117320;117320;116920;116920;116880;116890;109410;109430;109410;109420;113520;113570;113500;113500
117320;117320;117310;117310;116880;116900;116860;116880;109430;109440;109420;109430;113510;113580;113500;113570
117310;117350;117300;117350;116890;116950;116890;116930;109430;109530;109410;109480;113560;113590;113530;113560
117350;117370;117340;117350;116950;116950;116900;116900;109490;109540;109470;109540;113570;113590;113540;113560
117350;117370;117350;117350;116920;116930;116910;116920;109540;109570;109530;109560;113570;113580;113540;113550
117350;117350;117320;117330;116930;116940;116920;116920;109570;109670;109550;109560;113560;113590;113560;113560
117320;117320;117300;117310;116910;116920;116900;116920;109570;109570;109540;109550;113560;113570;113550;113570
117300;117330;117280;117330;116920;116950;116920;116950;109550;109590;109510;109510;113570;113620;113570;113610
117330;117360;117330;117360;116950;117000;116950;116980;109500;109540;109500;109530;113610;113630;113570;113600
117350;117360;117330;117350;116980;116980;116960;116970;109540;109540;109480;109480;113600;113600;113560;113590
117340;117340;117320;117340;116970;116980;116920;116930;109480;109520;109470;109500;113590;113590;113570;113590
117330;117350;117330;117340;116930;116930;116840;116860;109490;109510;109480;109500;113590;113610;113580;113580
117330;117370;117310;117350;116870;116890;116820;116840;109510;109560;109510;109520;113580;113590;113570;113570
117350;117370;117350;117360;116850;116850;116780;116820;109520;109530;109500;109500;113560;113580;113560;113560
117370;117390;117360;117360;116800;116850;116790;116820;109500;109520;109490;109510;113580;113610;113570;113610
117370;117610;117370;117510;116840;116890;116830;116860;109510;109560;109510;109540;113620;113640;113600;113630
117510;117510;117380;117400;116870;116890;116850;116890;109540;109550;109510;109540;113630;113640;113600;113610
117380;117390;117320;117370;116870;116890;116850;116850;109520;109540;109450;109450;113620;113630;113600;113630
117370;117390;117360;117370;116850;116860;116800;116810;109450;109490;109450;109470;113640;113650;113610;113650
117380;117380;117340;117340;116800;116810;116750;116760;109460;109470;109440;109470;113640;113650;113610;113610
117350;117370;117350;117360;116760;116820;116760;116790;109460;109460;109410;109440;113610;113610;113550;113550
117360;117380;117330;117350;116780;116830;116780;116790;109440;109440;109410;109440;113570;113580;113540;113570
117330;117350;117310;117350;116810;116830;116720;116740;109440;109440;109430;109440;113560;113560;113500;113510
117350;117350;117300;117310;116750;116760;116730;116760;109440;109440;109400;109400;113510;113570;113500;113520
117330;117340;117320;117340;116750;116760;116730;116740;109400;109430;109390;109410;113540;113540;113490;113530
117320;117340;117310;117330;116740;116750;116730;116750;109410;109450;109380;109400;113530;113550;113500;113550
117340;117360;117330;117340;116750;116820;116740;116800;109400;109440;109400;109430;113550;113550;113510;113550
117330;117360;117300;117360;116800;116870;116800;116860;109410;109500;109410;109470;113540;113590;113530;113570
117350;117350;117350;117350;116870;116880;116850;116870;109480;109500;109450;109450;113560;113570;113560;113570
117350;117360;117330;117330;116870;116870;116850;116860;109460;109460;109420;109450;113550;113550;113500;113530
117320;117340;117300;117320;116870;116880;116860;116860;109440;109480;109440;109480;113530;113550;113510;113530
117320;117320;117270;117290;116870;116880;116850;116850;109480;109480;109450;109450;113530;113540;113510;113530
117270;117290;117250;117270;116850;116920;116850;116910;109450;109470;109440;109450;113510;113550;113510;113550
117260;117270;117250;117270;116910;116920;116870;116880;109450;109480;109450;109480;113560;113570;113510;113510
117260;117270;117250;117250;116880;116880;116810;116810;109480;109490;109450;109480;113510;113510;113470;113470
117270;117280;117250;117280;116810;116840;116810;116840;109480;109500;109480;109490;113470;113500;113470;113490
117280;117300;117270;117300;116840;116870;116840;116870;109490;109500;109460;109460;113500;113560;113490;113550
117290;117310;117290;117300;116870;116890;116850;116860;109470;109490;109470;109490;113550;113600;113550;113560
117320;117320;117300;117300;116860;116860;116830;116830;109490;109500;109480;109490;113550;113570;113520;113550
117310;117320;117300;117300;116830;116830;116810;116820;109480;109480;109480;109480;113540;113540;113510;113530
117300;117310;117280;117290;116810;116810;116770;116800;109490;109500;109470;109470;113530;113530;113490;113490
117300;117300;117290;117290;116800;116820;116790;116820;109470;109490;109440;109450;113490;113500;113480;113490
117290;117290;117280;117280;116820;116820;116800;116800;109450;109540;109450;109540;113490;113520;113420;113500
117270;117270;117270;117270;116800;116800;116790;116800;109550;109550;109520;109550;113470;113480;113440;113480
117270;117290;117270;117290;116800;116800;116790;116800;109540;109540;109490;109500;113470;113490;113440;113460
117290;117290;117290;117290;116790;116790;116770;116790;109510;109510;109500;109510;113450;113460;113390;113420
117280;117300;117280;117280;116790;116800;116770;116780;109520;109530;109490;109490;113420;113430;113360;113390
117270;117270;117240;117250;116790;116810;116770;116800;109500;109510;109460;109490;113390;113440;113380;113430
117240;117240;117180;117200;116800;116800;116790;116800;109490;109500;109460;109480;113430;113440;113330;113340
117200;117210;117160;117160;116800;116800;116780;116780;109480;109500;109470;109490;113350;113380;113330;113360
117160;117180;117160;117170;116780;116780;116730;116760;109490;109550;109490;109510;113340;113350;113310;113350
117170;117170;117140;117160;116760;116790;116750;116760;109500;109500;109480;109500;113350;113360;113320;113350
117170;117180;117080;117080;116780;116860;116780;116820;109490;109510;109490;109500;113350;113390;113320;113370
117080;117080;117040;117080;116830;116860;116820;116860;109510;109560;109500;109540;113360;113370;113320;113330
117070;117090;117040;117080;116860;116950;116860;116950;109530;109540;109510;109530;113320;113340;113300;113310
117090;117100;117050;117080;116950;116960;116930;116940;109520;109530;109500;109520;113310;113380;113300;113380
117100;117100;117050;117060;116940;116940;116890;116940;109500;109530;109500;109520;113360;113410;113350;113410
117050;117060;117000;117030;116940;116950;116900;116900;109530;109530;109480;109500;113410;113470;113390;113460
117010;117030;117000;117010;116920;116940;116900;116920;109490;109490;109460;109490;113470;113470;113410;113420
117010;117020;116990;117010;116920;116980;116920;116970;109490;109510;109480;109480;113420;113440;113400;113430
117010;117020;116960;116970;116970;116980;116960;116970;109490;109500;109480;109480;113420;113420;113360;113410
116960;117000;116960;116980;116980;117030;116970;116990;109480;109490;109450;109470;113390;113410;113370;113380
116990;117030;116980;117010;117010;117030;116970;116970;109480;109500;109470;109500;113400;113400;113350;113400
117010;117020;117000;117010;116970;116980;116930;116930;109500;109540;109500;109530;113400;113410;113350;113370
117010;117010;116980;117000;116930;116950;116910;116920;109540;109590;109530;109570;113370;113460;113340;113450
116990;117100;116960;117090;116920;116940;116910;116920;109580;109590;109520;109530;113450;113470;113390;113410
117090;117090;116960;117050;116920;116940;116890;116900;109520;109580;109510;109580;113420;113490;113410;113450
;;;;116910;116920;116900;116920;;;;;113450;113500;113440;113500
;;;;116920;116930;116880;116900;;;;;113510;113530;113480;113500
;;;;116900;116900;116790;116790;;;;;113500;113530;113410;113450
;;;;116810;116870;116810;116860;;;;;113460;113530;113420;113530
;;;;116870;117000;116870;116970;;;;;113530;113540;113440;113440
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
